,class,prob
286,2,0.5829516539440204
287,3,0.6023481368044921
288,5,0.680768232546068
289,2,0.7242740343952637
290,1,0.7275549805950842
291,5,0.7025614218504966
292,1,0.5707202505219207
293,6,0.6076371091747822
294,1,0.794254207777133
295,2,0.6030384709629992
296,1,0.8561661845911122
297,2,0.6743395239340833
298,4,0.6555697823303457
299,5,0.5627415614532337
300,4,0.660759493670886
301,1,0.739346405228758
302,5,0.6873721881390593
303,6,0.7000517598343685
304,5,0.5953177257525084
305,4,0.5607500642178269
306,3,0.6678644763860371
307,4,0.803666184273999
308,3,0.559611947919326
309,1,0.6502002670226971
310,2,0.6395592864637986
311,2,0.6698930208863983
312,2,0.5821173548587395
313,4,0.6577688239738101
314,1,0.6870818322182193
315,2,0.645317683082419
316,6,0.625834617360041
317,2,0.7841236573225046
318,2,0.6035432128321762
319,1,0.7265326888832359
320,5,0.6345819895807492
321,3,0.5709579320831222
322,6,0.6454009736100436
323,5,0.5806871421134826
324,6,0.6286296484971982
325,1,0.5744461617722824
326,5,0.6435257410296412
327,2,0.6724489795918367
328,6,0.6978766948068559
329,2,0.6212710765239948
330,5,0.5899538698103537
331,2,0.6149705203793899
332,3,0.6409009470181725
333,3,0.5629361592142672
334,6,0.5655520169851379
335,4,0.5981117632048992
336,2,0.6472114137483788
337,6,0.7354981959478213
338,5,0.5779556014455344
339,2,0.6883635247159962
340,3,0.7219374679651461
341,6,0.6181445412608918
342,5,0.6084587441619097
343,5,0.5867875647668394
344,6,0.8908622908622909
345,4,0.6301914048392921
346,2,0.624361593462717
347,5,0.5367798353909466
348,5,0.7032224532224532
349,6,0.6328571428571429
350,4,0.5952193328079853
351,2,0.6686874011597259
352,1,0.6065659197498697
353,1,0.6413545407901488
354,2,0.6361053719008265
355,1,0.6380462724935733
356,4,0.5845956354300386
357,3,0.683261366522733
358,4,0.5745727602278612
359,4,0.75
360,5,0.6323567539538502
361,5,0.5462555066079297
362,2,0.6651890482398957
363,6,0.6502987789036113
364,3,0.6738219895287958
365,5,0.6849525762624968
366,2,0.6776753712237583
367,2,0.6081115990700078
368,6,0.6192061459667093
369,3,0.5744558991981672
370,5,0.558085977482088
371,1,0.6883468834688345
372,3,0.6575166752180606
373,4,0.6291472868217054
374,6,0.6085182351440959
375,2,0.5876447876447877
376,4,0.670492221372099
377,5,0.6960658266906661
378,6,0.8642599277978339
379,3,0.6912107855846513
380,5,0.6280948657805577
381,4,0.6391726251276814
382,2,0.6816212082589854
383,5,0.6306352459016393
384,6,0.6436842105263157
385,6,0.7159090909090909
386,6,0.7064663951120163
387,2,0.6838347781744009
388,4,0.5819020763906689
389,1,0.652241112828439
390,2,0.587858606557377
391,6,0.7153925619834711
392,6,0.5915962080450935
393,3,0.651840490797546
394,1,0.7126376507603566
395,1,0.6886475303853116
396,4,0.6553224155578301
397,3,0.6057347670250897
398,5,0.6652106885919835
399,3,0.5466342254663422
400,1,0.6942446043165468
401,5,0.6034985422740525
402,3,0.7549703072553576
403,6,0.6174321503131524
404,1,0.5079660116834838
405,2,0.5883252612796329
406,2,0.8183013410465421
407,2,0.6300907911802853
408,2,0.5897158322056834
409,3,0.6162274980433081
410,6,0.5672422815279958
411,1,0.8580354043734814
412,3,0.6166495375128469
413,2,0.7194546407970634
414,2,0.6423037190082646
415,6,0.6668373879641485
416,3,0.619277885235332
417,4,0.6332722992414335
418,4,0.7490794318779591
419,6,0.615126484254001
420,3,0.5757105943152455
421,3,0.6216636434309406
422,5,0.7005420054200542
423,3,0.5369127516778524
424,1,0.6797832905617337
425,1,0.7413249211356467
426,1,0.6369443025038324
427,6,0.5767429760665973
428,3,0.5675039246467818
429,4,0.6274177949709865
430,5,0.6422152052465387
431,3,0.5757943245209799
432,6,0.5944576877234802
433,4,0.6827144686299615
434,6,0.6141975308641975
435,6,0.6289876915347903
436,2,0.7482802547770699
437,1,0.7853225385218072
438,5,0.5998934469898775
439,1,0.6189989785495403
440,6,0.6366710013003901
441,6,0.6320903361344538
442,6,0.6807732497387672
443,5,0.6667519181585678
444,2,0.7775445960125918
445,5,0.6310380267214799
446,2,0.7113348825200103
447,6,0.7011972930765226
448,4,0.7058506335939606
449,5,0.7061098221191029
450,4,0.728492501973165
451,2,0.5095592140201806
452,2,0.6038659793814433
453,5,0.7468948385316035
454,6,0.6375354472802268
455,6,0.6626288659793814
456,2,0.6637998436278343
457,2,0.6436537440254912
458,6,0.5997934417764007
459,3,0.6417525773195877
460,6,0.6001021450459653
461,4,0.738247243180499
462,3,0.7773109243697478
463,2,0.606076210092688
464,2,0.6115852081717094
465,5,0.5907205806117161
466,5,0.53046875
467,4,0.647485743908761
468,4,0.6667516573176949
469,1,0.6246065057712487
470,1,0.7496087636932709
471,1,0.3973240255962769
472,4,0.6181541582150102
473,5,0.6350723140495868
474,3,0.6469218830832902
475,5,0.5991219182708545
476,2,0.5792888658188424
477,1,0.5551804726045183
478,4,0.6478371501272264
479,3,0.6170483460559797
480,3,0.5749935014296854
481,3,0.6753712237583205
482,4,0.5967991739803821
483,6,0.5649935649935649
484,5,0.7269439421338155
485,2,0.594543995720781
486,4,0.6280205655526993
487,4,0.5843822245055226
488,2,0.5040902679830748
489,6,0.5977125808055693
490,6,0.6446565897639883
491,6,0.5957288303948348
492,5,0.6459658946296768
493,6,0.6061068702290077
494,3,0.628622267412303
495,3,0.6603483606557377
496,4,0.6221938775510204
497,3,0.6367432150313153
498,5,0.8341219768664565
499,5,0.6257385050089905
500,2,0.7407881269191402
501,2,0.6049256028732684
502,1,0.6642124638443334
503,6,0.7132182427209482
504,1,0.7914285714285715
505,1,0.6841422268362314
506,4,0.5879120879120879
507,3,0.6125613853708969
508,6,0.6649616368286445
509,5,0.5701688082640464
510,3,0.6665774685576665
511,5,0.6392437404190087
512,1,0.6881214024071167
513,1,0.5710614237985093
514,1,0.5739198334200937
515,3,0.6002050230650948
516,2,0.5993844575532188
517,3,0.6130783148100284
518,2,0.6852661352532785
519,6,0.6413881748071979
520,5,0.6296579887697805
521,5,0.584619341563786
522,1,0.6006737496760818
523,6,0.6270703933747414
524,6,0.6054193548387097
525,5,0.5297805642633229
526,1,0.6634071024189397
527,5,0.5540540540540541
528,1,0.4848484848484849
529,1,0.7786736020806243
530,1,0.7229711868887126
531,5,0.7273888605007665
532,4,0.5792194365469113
533,1,0.6535914416709119
534,2,0.5675537359263051
535,4,0.6509687836383208
536,4,0.5937348227294803
537,1,0.5125032224800207
538,3,0.652452025586354
539,5,0.6075656201749872
540,1,0.6534907597535934
541,3,0.6070328542094456
542,5,0.6114583333333333
543,3,0.6412831241283125
544,4,0.6049414824447334
545,5,0.5545171339563862
546,2,0.636757928978043
547,5,0.6567439409905164
548,3,0.5901382728932951
549,5,0.5355725998413118
550,1,0.6230825420014611
551,5,0.6107108549471661
552,1,0.6239096972806567
553,5,0.5120167189132706
554,3,0.8108316221765914
555,5,0.6241317211216877
556,1,0.673923923923924
557,5,0.6498010233086982
558,6,0.6327070653612066
559,3,0.6178459937565036
560,4,0.594679186228482
561,1,0.6708600770218228
562,3,0.6788358437579781
563,2,0.6158280922431866
564,5,0.6597911892029538
565,1,0.6579285530711899
566,1,0.6574191906337491
567,4,0.5825392737574041
568,3,0.6300156331422616
569,6,0.5671487603305785
570,2,0.6773775589530967
571,2,0.5920197958552428
572,6,0.6398771435884311
573,4,0.7990690457719162
574,5,0.6068264721208964
575,6,0.5864836872087003
576,3,0.7184291581108829
577,6,0.6195083682008368
578,1,0.7023654795944893
579,5,0.6277089783281734
580,5,0.6185567010309279
581,1,0.5953476482617586
582,6,0.6103114367966501
583,3,0.646462018730489
584,4,0.7570650764843142
585,5,0.6700154559505409
586,3,0.6357179096905125
587,5,0.581573896353167
588,3,0.6513714432196872
589,2,0.5743670886075949
590,4,0.5680829708932753
591,4,0.6083969465648855
592,3,0.6762550881953867
593,6,0.5713938805245264
594,3,0.7846515270164448
595,1,0.6688422247446084
596,2,0.7068830149175609
597,2,0.6817132598102077
598,4,0.5703344396221598
599,1,0.7108808290155441
600,5,0.652140278494069
601,4,0.6060052219321149
602,4,0.5956020380799142
603,6,0.6412614980289093
604,4,0.5853211009174312
605,6,0.6035943517329909
606,3,0.6356993736951984
607,1,0.6257700205338809
608,1,0.5826109797741004
609,2,0.561164048416173
610,6,0.6866700715015323
611,6,0.6454685890834192
612,3,0.6788321167883211
613,6,0.6530189168178284
614,2,0.6335483870967742
615,3,0.5977219777375097
616,6,0.5868945868945868
617,4,0.5489943269726664
618,2,0.6650182196772514
619,4,0.6471502590673575
620,5,0.6732874968169086
621,4,0.8327272727272726
622,1,0.7848492656531821
623,2,0.5960401131396246
624,1,0.8614864864864866
625,3,0.6994563810509966
626,4,0.5541483587490308
627,6,0.6780856423173803
628,6,0.5327690447400242
629,3,0.6181865828092243
630,5,0.5685305591677503
631,5,0.7133247089262613
632,1,0.6162731006160165
633,6,0.7596958174904942
634,2,0.698239060832444
635,2,0.6429120738272238
636,1,0.6833503575076609
637,1,0.6151866151866152
638,4,0.6071907700563456
639,4,0.5740370185092546
640,4,0.7150909556751217
641,4,0.6709610925019325
642,2,0.5762273901808787
643,5,0.6656306656306656
644,4,0.7024793388429752
645,3,0.6381074168797954
646,4,0.6629677419354839
647,4,0.6311202255831838
648,6,0.5725269092772937
649,2,0.6301721922384991
650,5,0.6275667351129364
651,2,0.5973292244478685
652,4,0.6263090676883779
653,4,0.6065096586398518
654,1,0.5667525773195876
655,1,0.5915024315331456
656,1,0.6149322423932498
657,5,0.6590383131910517
658,2,0.7905352986811482
659,1,0.638188368502316
660,6,0.6231104278759928
661,3,0.7337579617834394
662,3,0.5417727967396841
663,3,0.6976446492575524
664,3,0.6653406265539532
665,6,0.6216636434309406
666,2,0.6223811957077159
667,1,0.6660864519872353
668,3,0.7160301376981034
669,4,0.6160576428203809
670,4,0.6485855177783545
671,6,0.6992125984251969
672,3,0.6029373872713218
673,5,0.6146788990825688
674,5,0.6062663185378591
675,4,0.6073485056210584
676,3,0.715633423180593
677,3,0.6024844720496895
678,2,0.7547619047619046
679,2,0.6264677103718199
680,4,0.6731467081389321
681,6,0.5198998748435545
682,2,0.632322713257965
683,6,0.5892991710625471
684,3,0.6571130797290256
685,3,0.5273708558211256
686,1,0.7503892060197198
687,6,0.71503404924044
688,1,0.7141372141372141
689,3,0.6894682498709345
690,1,0.5811704834605598
691,4,0.6162274980433081
692,6,0.5920019627085378
693,1,0.5902061855670103
694,2,0.6124826629680998
695,3,0.731738683127572
696,2,0.5738928939237901
697,5,0.5760407816482584
698,1,0.6849422875131165
699,2,0.586230876216968
700,1,0.5340466926070039
701,3,0.7111517367458866
702,2,0.6858826543684347
703,6,0.7475477542591635
704,5,0.5787168255604226
705,3,0.6651844101490976
706,1,0.5960334029227558
707,1,0.5717223650385606
708,6,0.6000511770726714
709,5,0.6684248381683051
710,1,0.6527884862503213
711,5,0.6539392309760689
712,2,0.7274411219899443
713,2,0.5692307692307692
714,4,0.5761929194458697
715,5,0.6319066147859922
716,4,0.6471347444501807
717,4,0.6023872679045092
718,2,0.7433070866141731
719,3,0.7054612937433722
720,6,0.5714285714285714
721,6,0.6979779882262606
722,1,0.6965031315240083
723,5,0.7974193548387096
724,1,0.7140672782874617
725,5,0.6468973091707853
726,3,0.7092271904884984
727,5,0.6932687404385518
728,5,0.5650038769707935
729,2,0.5974826611867454
730,4,0.6652719665271967
731,4,0.5803183791606368
732,6,0.818422046055115
733,6,0.5427518427518427
734,3,0.6383763837638377
735,5,0.6156083373727581
736,3,0.6721479958890031
737,3,0.7944602640434894
738,1,0.6352437064809855
739,6,0.6478371501272264
740,4,0.727155727155727
741,6,0.6771612903225807
742,1,0.568264721208963
743,2,0.6492575524833589
744,6,0.5897107755310981
745,6,0.5321218326081393
746,2,0.6788189987163029
747,5,0.6374614594039054
748,1,0.6473156948368866
749,4,0.6604869950193691
750,5,0.6300081766148814
751,4,0.6773942382559045
752,2,0.6340403782264248
753,6,0.6226716338477915
754,1,0.7451030927835051
755,3,0.6173761513567338
756,4,0.6564573762123532
757,4,0.5472636815920398
758,6,0.5557206537890045
759,5,0.6121244635193133
760,3,0.6392682298376707
761,1,0.6292770774376125
762,2,0.6376960658266906
763,5,0.6072437708707937
764,2,0.6279723855791358
765,5,0.683653020326367
766,5,0.6734050932003149
767,6,0.5760380851626554
768,2,0.5630642249161723
769,5,0.541634038110154
770,6,0.5957000524383849
771,4,0.594051656665797
772,4,0.6364349189754313
773,4,0.8445928589776522
774,4,0.7681632653061224
775,5,0.5780762772847206
776,4,0.6247974068071313
777,6,0.6074693131365891
778,3,0.6258047901107391
779,4,0.7241997439180538
780,3,0.6949021627188465
781,6,0.6868898186889819
782,2,0.6425384234010906
783,5,0.5927160810464221
784,2,0.6548288196218702
785,3,0.6677471636952999
786,2,0.7550899970492769
787,4,0.6328365878725593
788,1,0.6943231441048034
789,3,0.6496062992125984
790,1,0.7127385250128933
791,3,0.6329854924917282
792,2,0.6904823316997679
793,2,0.7256364103882746
794,6,0.722577345947328
795,5,0.7422839506172838
796,1,0.5840184994861254
797,2,0.5815511466116979
798,5,0.6408839779005525
799,3,0.668225513120291
800,5,0.7207692307692307
801,2,0.5833975841685942
802,6,0.7498713329902214
803,4,0.5215123859191656
804,2,0.5455242966751919
805,6,0.6516486282406242
806,2,0.6865342163355408
807,1,0.6219325153374233
808,6,0.6299435028248588
809,6,0.7133841703917959
810,3,0.6676027572121521
811,4,0.5498059508408797
812,6,0.7209004860578154
813,3,0.6679526748971193
814,2,0.6747448979591837
815,3,0.5735027223230489
816,3,0.6288232244686366
817,3,0.6681709583222724
818,4,0.6931492576191717
819,4,0.5865659984379068
820,6,0.6644425910480957
821,2,0.5047318611987381
822,4,0.6372802481902792
823,3,0.6146250333600214
824,4,0.7764089121887287
825,4,0.6280295047418335
826,6,0.7025627750453016
827,6,0.6365740740740741
828,5,0.6084447941253606
829,2,0.7049136786188579
830,2,0.5766555011594949
831,2,0.6393614237110704
832,2,0.6439192777482741
833,1,0.6641068447412354
834,4,0.5862607338017174
835,6,0.6718431771894093
836,3,0.6647916133981079
837,1,0.6375873673310898
838,3,0.6928292046936114
839,4,0.6476536168006223
840,3,0.6084410831910222
841,5,0.6388744137571651
842,5,0.5813415574402467
843,4,0.5753917287438993
844,6,0.6518824136152656
845,4,0.6668371260547175
846,3,0.6688911704312114
847,5,0.6170376055257099
848,3,0.6221413721413721
849,1,0.6453278265358802
850,5,0.6163212435233161
851,6,0.5325641979903237
852,1,0.8286749482401656
853,5,0.5994603875398578
854,5,0.7178911946158161
855,4,0.5946870068385061
856,1,0.6376099327470254
857,1,0.6315376569037657
858,1,0.6630930045564192
859,1,0.7097604944630441
860,4,0.6664090674909839
861,4,0.6435124508519003
862,4,0.8160063812815741
863,6,0.6618482188951987
864,1,0.611867454405343
865,6,0.7224383916990922
866,3,0.5982099661344944
867,3,0.6583120204603581
868,5,0.6141290487120632
869,1,0.6903225806451613
870,3,0.5814606741573034
871,4,0.6789431545236189
872,3,0.8072690043511646
873,1,0.5767721684540936
874,3,0.6762870514820593
875,2,0.5684292379471229
876,6,0.5966145833333333
877,2,0.5685874553799082
878,3,0.5708010335917313
879,2,0.6014998707008017
880,5,0.7728813559322034
881,5,0.6789718348372983
882,4,0.6636574671137477
883,4,0.620346093340325
884,5,0.5721966205837173
885,1,0.6249338274219164
886,2,0.7400082406262875
887,3,0.5614849187935034
888,3,0.6715610510046368
889,3,0.6707034269518165
890,3,0.7228387096774194
891,4,0.5250975292587776
892,5,0.5937826541274818
893,5,0.5569487983281086
894,4,0.674217907227616
895,3,0.5950284826514759
896,1,0.6665866538646184
897,2,0.6436870642912471
898,6,0.6603674540682415
899,4,0.5798969072164949
900,5,0.8382693793458666
901,2,0.5847678664580073
902,5,0.8224395265054041
903,2,0.6861313868613139
904,2,0.660179257362356
905,3,0.6707156060205968
906,5,0.5952444563184611
907,3,0.6225772655840754
908,3,0.6351766513056836
909,3,0.5805043646944714
910,3,0.6464462379588649
911,3,0.5942729639271105
912,4,0.5822618735240095
913,1,0.5846826008738114
914,2,0.6452282157676349
915,3,0.5682992862416933
916,1,0.6114064765587239
917,4,0.7024390243902439
918,6,0.6783114992721979
919,3,0.8244252873563218
920,6,0.8186871360508206
921,5,0.6327476817959979
922,2,0.6477359938603223
923,3,0.5498415793321959
924,5,0.6331101956745623
925,5,0.6411568978756079
926,5,0.6972666322846828
927,1,0.7276013426284534
928,1,0.5711734693877552
929,2,0.6454101311391103
930,2,0.6191226687680589
931,2,0.5733471074380165
932,4,0.5915670232850849
933,4,0.5385385385385385
934,1,0.6299615877080667
935,4,0.557424315233061
936,3,0.6364341085271318
937,1,0.7305806451612904
938,4,0.686429849220547
939,4,0.6679408766564731
940,4,0.6147330595482546
941,2,0.5678280207561156
942,6,0.6390532544378698
943,4,0.7277634961439587
944,2,0.6295021186440678
945,6,0.668637532133676
946,3,0.6911907066795739
947,2,0.728678175727905
948,1,0.6673580502981592
949,2,0.6935192357345726
950,5,0.5681293302540416
951,5,0.6226078081143149
952,2,0.6119364754098361
953,5,0.6089430894308943
954,2,0.6673779674579888
955,3,0.656855151045701
956,4,0.7386897404202718
957,3,0.6600207146556188
958,5,0.794225721784777
959,6,0.5911772249294691
960,1,0.6306035562233909
961,2,0.6702814355796539
962,2,0.5863036766769576
963,4,0.5480673934588701
964,3,0.695097037793667
965,2,0.70376055257099
966,4,0.6063146130203968
967,5,0.5899128597834697
968,6,0.6274581209031318
969,2,0.6286755139214155
970,5,0.6520951888256598
971,4,0.6343832020997375
972,5,0.6178799489144317
973,3,0.5682515337423313
974,6,0.7169421487603306
975,4,0.6530664613805491
976,1,0.6461903506459266
977,4,0.5532413434001562
978,4,0.7360540223135643
979,4,0.6425421530479897
980,2,0.7774929505255062
981,5,0.6989164086687306
982,3,0.5994509608185675
983,3,0.6794717887154862
984,5,0.6175483870967742
985,4,0.6821226172076249
986,2,0.5931069958847737
987,5,0.5735673722250904
988,2,0.6578672242550967
989,4,0.6860165118679049
990,5,0.6803383747756986
991,6,0.6008241050733969
992,4,0.596252129471891
993,4,0.632826591084772
994,1,0.6119150988904969
995,6,0.5619641465315666
996,5,0.6899897854954034
997,6,0.5698209718670078
998,5,0.4979784366576819
999,4,0.612970168612192
1000,3,0.6402051783097216
1001,2,0.6225097024579561
1002,1,0.6065149948293692
1003,3,0.6828957430537854
1004,6,0.7853782120883098
1005,3,0.6183083511777302
1006,5,0.5939871570344425
1007,1,0.6672086720867209
1008,4,0.6018087855297157
1009,6,0.5908503489273714
1010,3,0.6181770697310002
1011,6,0.6614835585011469
1012,4,0.6412312467666839
1013,3,0.5904411764705882
1014,2,0.6127604166666667
1015,3,0.6643500643500644
1016,3,0.7108527131782946
1017,2,0.5940159917461953
1018,4,0.7018008474576272
1019,4,0.7618793379604912
1020,2,0.6201315123925141
1021,4,0.7724409448818897
1022,4,0.5670840787119859
1023,3,0.6567242281527996
1024,5,0.6961623850301301
1025,6,0.6124011227353917
1026,6,0.6261538461538462
1027,4,0.6105290058778431
1028,5,0.7221789883268482
1029,5,0.65527950310559
1030,6,0.5416666666666666
1031,5,0.5324675324675324
1032,1,0.6942084942084942
1033,2,0.5835117773019272
1034,6,0.6888828926065839
1035,6,0.540983606557377
1036,3,0.5734491315136476
1037,2,0.6127713920817369
1038,5,0.6768027801911382
1039,2,0.6115702479338841
1040,1,0.6067943621250452
1041,1,0.6397738951695786
1042,1,0.6933262711864406
1043,6,0.5841145833333333
1044,1,0.6019668737060041
1045,4,0.7891156462585035
1046,3,0.6832266325224071
1047,2,0.6280504156610353
1048,4,0.6780715396578538
1049,3,0.6338318720990203
1050,5,0.6389244558258643
1051,5,0.7466943220119262
1052,2,0.6119938493080471
1053,1,0.5989730423620026
1054,2,0.6403554626241506
1055,4,0.7193481634764615
1056,1,0.6499359795134442
1057,5,0.6375784019634578
1058,3,0.6282253817798842
1059,1,0.5452203040453492
1060,3,0.6139856557377049
1061,3,0.6957299923293275
1062,5,0.6531108793882516
1063,5,0.6619911050290798
1064,1,0.7016957862281603
1065,3,0.5846693386773547
1066,3,0.5593354430379746
1067,1,0.985126425384234
1068,4,0.5856573705179283
1069,5,0.6867064006219228
1070,3,0.6594926979246734
1071,5,0.6643283969862301
1072,3,0.6637710781808891
1073,3,0.6249043123245726
1074,5,0.6090047393364929
1075,5,0.5704550985641276
1076,3,0.5639193671855065
